file,rows_raw,cols_found,cols_missing,missing_names
April_2025.csv,583950,25,0,[]
Aug_2025.csv,602378,25,0,[]
Feb_2025.csv,504884,25,0,[]
Jan_2025.csv,539747,25,0,[]
Jul_2025.csv,631428,25,0,[]
June_2025.csv,611575,25,0,[]
Mar_2025.csv,600872,25,0,[]
May_2025.csv,605648,25,0,[]
Nov_2025.csv,570550,25,0,[]
Oct_2025.csv,605844,25,0,[]
Sep_2025.csv,562439,25,0,[]
